X1,X2,Y
-0.807711298,0.929122651,-1
0.685353305,-0.284839513,1
0.731710804,0.094149063,1
-0.183885921,0.017169426,-1
0.422554926,-0.459711874,-1
0.767946739,0.007195421,1
0.875615617,-0.429885716,1
-0.027609547,-0.710335054,-1
0.597560266,-0.558380908,-1
-0.359902762,-0.358893943,-1
-0.850962342,-0.193293332,-1
-0.679619643,0.171808304,-1
0.349175095,0.158199611,1
0.310512355,-0.289992425,-1
0.530546459,0.297186636,1
0.879252173,-0.822937844,-1
0.820267855,-0.115286239,1
0.260837032,-0.148387702,-1
0.514998773,0.910834371,1
0.066803083,-0.786761529,-1
-0.887660014,-0.936734263,-1
-0.744614456,-0.467247562,-1
0.038780489,0.993983089,1
-0.755401384,-0.668337789,-1
0.699823687,-0.19501053,1
0.486799459,0.750727096,1
0.289754946,0.261477361,1
-0.427124362,0.752016445,-1
0.081702865,-0.884786037,-1
0.492070521,0.443947403,1
0.626338821,-0.638876543,-1
-0.572181598,-0.548656524,-1
-0.605421676,0.051114772,-1
-0.359128957,0.173630208,-1
-0.45213518,0.158473202,-1
0.58971491,-0.03112647,1
-0.167388875,0.595870416,-1
0.702352426,-0.11652451,1
0.793462679,-0.476734445,1
-0.675963644,0.307196362,-1
-0.502464008,-0.367019999,-1
0.799033222,0.5941954,1
0.390658394,0.204504129,1
0.976742982,0.631474056,1
-0.082102047,0.320344521,-1
0.432787957,0.777222957,1
0.291148275,-0.275964217,-1
0.908759137,0.009108269,1
-0.824148617,-0.048393422,-1
-0.408202096,0.556531857,-1
0.072954751,0.713585841,1
-0.753623002,0.098763147,-1
0.756588583,0.618203951,1
-0.385308473,-0.746489497,-1
-0.610716824,-0.746708568,-1
0.784670779,0.162588359,1
-0.335364092,-0.493193096,-1
0.311873815,-0.174723104,-1
-0.606699381,-0.662473679,-1
0.563193537,0.062317627,1
0.439094439,-0.874438388,-1
0.179956783,0.584534413,1
0.737284963,-0.136514551,1
0.906559011,0.518319314,1
0.543397749,0.636010607,1
0.982478278,-0.013855288,1
0.913315999,-0.967850729,-1
0.015714832,-0.90855774,-1
-0.869335719,-0.093805663,-1
0.410711158,-0.959125338,-1
-0.622861284,-0.982677086,-1
-0.07161142,0.695685639,-1
0.852748033,0.137555285,1
-0.073301136,-0.355957849,-1
0.825467063,0.951856345,1
0.810363557,0.661778382,1
-0.584423991,-0.268144275,-1
0.558737156,0.923314955,1
-0.42566519,0.05915199,-1
0.586914383,0.258170787,-1
0.268797752,-0.622171651,-1
-0.227074812,0.661991755,-1
0.605552093,-0.278932694,1
0.247469838,0.772786298,1
0.353707701,0.439182365,1
-0.738260977,0.193185961,-1
0.893961554,-0.422119606,1
-0.005746083,0.849554409,1
-0.738537821,0.753349645,-1
0.715176346,-0.429342357,1
-0.717623139,-0.322147505,-1
0.10878779,0.289807544,-1
-0.659649092,-0.001675803,-1
-0.585486952,0.269178619,-1
